시군명,경로당명,소재지지번주소,전화번호,인허가일자,운영상태,입소정원,데이터기준일자
의정부시,가람주간보호센터,"의정부시 장곡로 598, 3,4층 (신곡동, 월드프라자)",031-852-5400,2024-07-01,운영,49,2025-06-25
의정부시,행복드림방문요양센터,"의정부시 동일로522번길 10, 201호 (신곡동)",031-847-8090,2025-06-01,운영,0,2025-06-25
의정부시,의정부사랑방문요양센터,"의정부시 오목로14번길 18, 201호 (용현동)",031-847-4589,2023-05-01,운영,0,2025-06-25
의정부시,좋은날주간보호센터민락,"의정부시 오목로205번길 67, 201,203호 (민락동)",031-851-6013,2022-04-01,운영,43,2025-06-25
의정부시,다사랑 노인복지센터,"의정부시 회룡로105번길 15, 2,3층 (호원동)",031-877-5599,2024-02-01,운영,47,2025-06-25
의정부시,편안애방문요양센터,"의정부시 장곡로 626, B동 507-2호 (신곡동, 금오종합상가)",031-852-9908,2024-07-01,운영,0,2025-06-25
의정부시,어울림방문요양센터,"의정부시 경의로 41, 404호 (의정부동, 삼부빌딩)",031-878-8383,2020-07-01,운영,0,2025-06-25
의정부시,집으로실버케어센터,"의정부시 효자로 10, 405호 (민락동)",031-851-5201,2025-05-01,운영,0,2025-06-25
의정부시,라온 통합재가센터,"의정부시 용현로132번길 14, 103호 (민락동)",031-852-8158,2025-03-01,운영,0,2025-06-25
의정부시,더행복한재가노인복지센터,"의정부시 호국로 1429, 2층 (금오동)",031-821-6050,2021-10-01,운영,0,2025-06-25
의정부시,가족효사랑방문요양센터,"의정부시 동일로506번길 58, 1층 (신곡동)",031-821-3595,2022-01-01,운영,0,2025-06-25
의정부시,사랑드림방문요양센터,"의정부시 용민로 70, 1125호, 613호 (용현동, 비콘드림시티오피스텔)",031-853-7533,2024-10-01,운영,0,2025-06-25
의정부시,메디컬케어주간보호,의정부시 문충로 148 (고산동),031-821-4200,2024-10-01,운영,9,2025-06-25
의정부시,리본주간보호센터,"의정부시 발곡로 30, 201호 (신곡동)",031-875-0222,2022-04-01,운영,53,2025-06-25
의정부시,햇살가득주간보호센터,"의정부시 체육로135번길 53, 1층 (녹양동)",031-858-8777,2024-04-01,운영,45,2025-06-25
의정부시,효천사주야간보호센터,"의정부시 오목로205번길 67, 4,5층 (민락동)",031-851-6766,2024-11-01,운영,35,2025-06-25
의정부시,힐링시니어주간보호센터,"의정부시 장곡로628번길 26, 302호 (신곡동)",031-853-6630,2022-12-01,운영,24,2025-06-25
의정부시,더조은주간보호,"의정부시 신흥로 171, 2, 4층 (의정부동)",031-823-7100,2021-10-01,운영,43,2025-06-25
의정부시,좋은날주간보호센터,"의정부시 금신로 390, 2층 201호 (금오동)",031-856-9546,2020-01-01,운영,48,2025-06-25
의정부시,녹양노인복지센터,"의정부시 비우로 110, 5층 (녹양동)",031-879-5102,2022-07-01,운영,32,2025-06-25
의정부시,의정부중앙데이케어센터,"의정부시 경의로 56, 2층 (의정부동)",031-877-8801,2021-03-01,운영,9,2025-06-25
의정부시,정온주간보호센터,"의정부시 능곡로26번길 35, 3층 (신곡동)",031-848-6678,2024-12-01,운영,22,2025-06-25
의정부시,사랑뜰주간보호센터,"의정부시 평화로 636, 5층 (의정부동)",031-848-2555,2020-10-01,운영,9,2025-06-25
의정부시,청춘주간보호센터,"의정부시 서부로 743, 4층 (가능동)",031-829-6667,2024-12-01,운영,48,2025-06-25
의정부시,루시아요양원주야간보호센터,"의정부시 평화로 636, 6층 (의정부동)",031-848-6459,2020-03-01,운영,9,2025-06-25
의정부시,시민노인복지센터,"의정부시 경의로 42, 5층 (의정부동)",031-873-3685,2008-05-23,운영,0,2025-06-25
의정부시,가은의정부방문요양센터,"의정부시 오목로 196, 2-098호 (민락동, 민락2지구제일풍경채센텀-애비뉴모나코)",031-928-4746,2020-09-01,운영,0,2025-06-25
의정부시,가족행복주간보호센터,"의정부시 평화로 323, 5층 (호원동)",031-872-1555,2025-02-01,운영,39,2025-06-25
의정부시,참사랑방문요양센터,"의정부시 용민로 70, 1017호 (용현동)",031-824-0308,2020-04-01,운영,0,2025-06-25
의정부시,사랑방문재가센터,"의정부시 동일로522번길 8, 지하1층 (신곡동)",031-859-0092,2025-04-01,운영,0,2025-06-25
의정부시,가족돌봄노인방문요양센터,"의정부시 용민로7번길 47, 1층 (용현동)",031-827-6700,2024-03-01,운영,0,2025-06-25
의정부시,효복지센터,"의정부시 평화로 158, 4층 (호원동, 아르쥬 (403-1)호)",031-855-8288,2023-04-01,운영,0,2025-06-25
의정부시,온케어재가복지센터,"의정부시 충의로 43, 202-1호 (용현동, 태원빌딩)",031-853-9939,2022-11-01,운영,0,2025-06-25
의정부시,연지곤지주야간보호센터,"의정부시 시민로 405, 4층 (용현동, 디유빌딩)",031-853-9031,2020-03-01,운영,39,2025-06-25
의정부시,마음의숲노인복지센터본점,"의정부시 의정로 147, 2,3층 (가능동)",031-846-0300,2022-12-01,운영,49,2025-06-25
의정부시,마음의숲주간보호센터 금오점,"의정부시 부용로 21, 2층 (금오동)",031-836-7800,2020-10-01,운영,24,2025-06-25
의정부시,루시아참주야간보호센터,의정부시 입석로70번길 60 (녹양동),031-872-6267,2024-10-01,운영,9,2025-06-25
의정부시,루시아요양원7 주야간보호센터,"의정부시 평화로 636, 7층 (의정부동, 대호빌딩)",031-846-8890,2020-05-01,운영,9,2025-06-25
의정부시,보금자리 주간보호센터 (녹양점),"의정부시 체육로 306-14, 6층 (녹양동)",031-837-7761,2023-12-01,운영,8,2025-06-25
의정부시,스마일시니어봄날재가방문요양센터,"의정부시 동일로 402, 상가동 103호 (장암동)",031-874-7001,2020-05-01,운영,0,2025-06-25
의정부시,더나눔 방문요양센터,의정부시 평화로 673-6 (가능동),031-827-9114,2024-05-01,운영,0,2025-06-25
의정부시,가람노인복지센터(본점),"의정부시 효자로 10, 703~705호 (민락동)",031-851-5701,2024-11-01,운영,36,2025-06-25
의정부시,고은빛재가방문요양센터,"의정부시 호암로 252, 205호 (호원동, 신일유토빌아파트 제상가1동)",031-836-7375,2024-12-01,운영,0,2025-06-25
의정부시,효드림데이케어센터,"의정부시 금신로 390, 4,5층 (금오동)",031-846-5900,2024-11-01,운영,71,2025-06-25
의정부시,민락방문요양센터,"의정부시 민락로 195, 264호 (민락동)",031-851-3222,2025-02-01,운영,0,2025-06-25
의정부시,희망노인복지케어,"의정부시 녹양로 86-8, 2층 201호 (녹양동)",031-855-5950,2023-01-01,운영,0,2025-06-25
의정부시,새봄방문요양센터,의정부시 거북로6번길 18 (금오동),031-848-7781,2022-09-01,운영,0,2025-06-25
의정부시,즐거운복지센터,의정부시 승지로19번길 33 (민락동),031-871-8478,2024-04-01,운영,0,2025-06-25
의정부시,초아노인재가복지센터,"의정부시 둔야로 67, 1층 (가능동)",031-875-0372,2021-02-01,운영,0,2025-06-25
의정부시,열린방문요양센터,"의정부시 충의로 73, 502-1호 (용현동)",031-821-9028,2020-10-01,운영,0,2025-06-25
의정부시,효심종합복지센터,"의정부시 오목로35번길 18-19, 1층 (용현동)",031-852-4800,2025-02-01,운영,37,2025-06-25
의정부시,AA+동부케어,"의정부시 녹양로62번길 46, 1층 (녹양동)",031-826-2411,2022-01-01,운영,0,2025-06-25
의정부시,정드림 방문요양센터,의정부시 의정로 204 (가능동),031-876-0161,2024-02-01,운영,0,2025-06-25
의정부시,녹양방문요양센터,"의정부시 비우로 110, 5층 (녹양동)",031-877-5102,2022-07-01,운영,0,2025-06-25
의정부시,의정부믿음방문요양센터,"의정부시 승지로30번길 18, B02호 (민락동)",070-8152-0000,2020-04-01,운영,0,2025-06-25
의정부시,VIP요양원,"의정부시 효자로 14, 701호 (민락동, e프라자)",031-853-2606,2022-03-01,운영,0,2025-06-25
의정부시,우리들주간보호센터,"의정부시 비우로 95, 3층 (녹양동)",031-855-8888,2023-07-01,운영,48,2025-06-25
의정부시,다온방문요양센터,"의정부시 배꽃길 105, 1동 1층 102호 (민락동, 더리브 센텀스퀘어 지식산업센터)",031-851-7256,2023-02-01,운영,0,2025-06-25
의정부시,행복한동행 주간보호센터,"의정부시 체육로 298-5, 4층 (녹양동)",031-852-6543,2024-12-01,운영,36,2025-06-25
의정부시,금오방문요양센터,"의정부시 청사로47번길 12, 902호 (금오동)",031-851-1401,2025-05-01,운영,0,2025-06-25
의정부시,명이방문요양센터,"의정부시 흥선로 47, 1층 (가능동)",031-829-8860,2020-11-01,운영,0,2025-06-25
의정부시,사랑빛재가복지센터,"의정부시 용민로26번길 64, 3층 (용현동)",031-853-7559,2023-03-01,운영,0,2025-06-25
의정부시,하임재가복지센터,"의정부시 오목로 251, 상가동 204호 (낙양동, 부용마을3단지)",031-851-8005,2025-02-01,운영,0,2025-06-25
의정부시,호원제일재가센터,"의정부시 평화로 197, 3층 302호 (호원동, 정명빌딩)",031-855-1800,2022-10-01,운영,0,2025-06-25
의정부시,시니어사랑방문요양센터,"의정부시 부용로95번길 18, 503호 (금오동, 해피플러스3)",031-853-4437,2020-10-01,운영,0,2025-06-25
의정부시,엄마손방문요양센터,"의정부시 시민로 319, 상가동 203호 (신곡동)",070-5100-3588,2024-12-01,운영,0,2025-06-25
의정부시,동현방문요양센터,"의정부시 신흥로 346, 3층 (가능동)",031-821-0620,2018-07-17,운영,0,2025-06-25
의정부시,아크시니어케어 경기의정부센터,"의정부시 추동로108번길 5-6, 103호 (신곡동)",070-8211-0229,2024-07-01,운영,0,2025-06-25
의정부시,산들재가방문요양센터,"의정부시 부용로203번길 16, 201호 (신곡동)",031-853-2299,2021-04-01,운영,0,2025-06-25
의정부시,1004랑방문요양센터,"의정부시 추동로108번길 40, 1층 105호 (신곡동)",031-846-9981,2020-11-01,운영,0,2025-06-25
의정부시,쉼터주간보호센터,"의정부시 청사로5번길 8-17, 10층 (신곡동, 금오센터프라자)",031-852-8700,2020-10-01,운영,49,2025-06-25
의정부시,생명나무노인복지센터,"의정부시 상금로 33, 301~303호 (금오동)",031-821-3339,2025-02-01,운영,32,2025-06-25
의정부시,늘사랑재가복지센터,의정부시 송산로995번길 38 (고산동),031-821-2224,2024-02-01,운영,0,2025-06-25
의정부시,성장나무 방문요양센터,"의정부시 호동로 78, 3층 (호원동)",031-876-5777,2022-02-01,운영,0,2025-06-25
의정부시,방주방문요양센터,"의정부시 회룡로 241, 208호 (신곡동, 풍림아파트상가)",031-928-6687,2023-03-01,운영,0,2025-06-25
의정부시,조이주간보호센터,"의정부시 추동로108번길 31, 2층 (신곡동)",031-844-8875,2024-10-01,운영,9,2025-06-25
의정부시,라이프주간보호센터,"의정부시 진등로 30, 1~2층 (녹양동)",031-878-4311,2024-03-01,운영,49,2025-06-25
의정부시,더불어좋은주간보호센터,"의정부시 효자로 14, 401호 (민락동, 이프라자)",031-821-7778,2021-11-01,운영,64,2025-06-25
의정부시,사랑재가복지센터,의정부시 안말로58번안길 92 (호원동),,2022-06-01,운영,0,2025-06-25
의정부시,동해 주간보호센터,"의정부시 서부로 743, 2층 (가능동)",031-836-4555,2023-11-01,운영,47,2025-06-25
의정부시,소담통합재가복지센터,"의정부시 시민로416번길 51, 1층 (용현동)",031-847-7009,2021-05-01,운영,27,2025-06-25
의정부시,탑석사랑노인주간보호센터,"의정부시 충의로 73, 401, 403호 (용현동)",031-853-8850,2025-02-01,운영,34,2025-06-25
의정부시,엔젤재가복지센터,"의정부시 발곡로 34, 511호 (신곡동)",031-877-6631,2024-11-01,운영,0,2025-06-25
의정부시,나눔의샘 방문요양서비스센타,의정부시 부용로214번길 26 (신곡동),031-851-5635,2008-05-23,운영,0,2025-06-25
의정부시,한다원재가복지센터,"의정부시 가금로 68, 2층 (가능동)",031-848-9787,2022-12-01,운영,0,2025-06-25
의정부시,홈케어방문요양센터,의정부시 발곡로13번길 15 (신곡동),031-851-8787,2025-02-01,운영,0,2025-06-25
의정부시,두루두루방문요양센터,"의정부시 신흥로119번길 61, 2층 201호 (호원동)",031-928-5291,2023-05-01,운영,0,2025-06-25
의정부시,주빌리방문요양센터,의정부시 녹양로62번길 19-13 (녹양동),031-877-0982,2024-07-01,운영,0,2025-06-25
의정부시,동해주간보호센터,"의정부시 서부로 743, 2층 (가능동)",031-836-4555,2025-05-01,운영,49,2025-06-25
의정부시,우리들소망재가센터,"의정부시 금신로 323, 202-2호 (신곡동)",031-848-5474,2024-11-01,운영,0,2025-06-25
의정부시,쁄라재가복지센터,"의정부시 평화로 449, 3층 (의정부동)",031-873-3009,2024-02-01,운영,0,2025-06-25
의정부시,청정방문요양센터,"의정부시 동일로476번길 22, 4동 102호 (신곡동, 신곡빌라)",031-856-1009,2021-01-01,운영,0,2025-06-25
의정부시,한결맘 방문요양센터,"의정부시 의정로22번길 43, 202호 (의정부동)",031-872-3227,2021-07-01,운영,0,2025-06-25
의정부시,고산재가노인복지센터,"의정부시 정음로 15, 상가동 104호 (고산동, 정음마을2단지)",031-851-3999,2020-09-01,운영,0,2025-06-25
의정부시,굿모닝주간보호센터,"의정부시 금신로 390, 3층 (금오동, 금오유니시티)",031-855-1255,2021-06-01,운영,9,2025-06-25
의정부시,나무방문요양센터,"의정부시 용현로 143, 202동 805호 (민락동, 산들마을길훈아파트)",031-928-7460,2023-02-01,운영,0,2025-06-25
의정부시,늘예랑재가복지센터,"의정부시 장곡로628번길 22, 701호 (신곡동)",031-852-3232,2023-01-01,운영,0,2025-06-25
의정부시,365돌봄재가복지센터,"의정부시 부용로203번길 38, 103호 (신곡동)",070-4647-2033,2025-02-01,운영,0,2025-06-25
의정부시,어부바방문간호센터,"의정부시 민락로 195, B동 237호 (민락동)",031-853-1008,2023-02-01,운영,0,2025-06-25
의정부시,케어플러스,의정부시 용현로150번길 6-17 (민락동),,2025-02-01,운영,0,2025-06-25
의정부시,행복한요양복지센터,"의정부시 신흥로 206, 2층 (의정부동)",031-837-9998,2024-02-01,운영,0,2025-06-25
의정부시,빠른케어북부복지용구사업소,"의정부시 백석로 41 (호원동, 삼익1차아파트 상가동 204호)",031-855-8209,2023-03-01,운영,0,2025-06-25
의정부시,하나방문재가센터,"의정부시 가능로118번길 4, 1층 (의정부동)",070-8770-4470,2024-07-01,운영,0,2025-06-25
의정부시,봄날주간보호센터,"의정부시 신흥로 95, 2,3층 (호원동)",031-928-6800,2021-10-01,운영,40,2025-06-25
의정부시,송산복지용구,"의정부시 충의로 43, 202-2호 (용현동)",031-853-9938,2024-03-01,운영,0,2025-06-25
의정부시,동아메디칼,"의정부시 호국로 1574-4, 1층 (금오동)",031-841-9910,2021-03-01,운영,0,2025-06-25
